Patent_ID,Vec1,Vec2,Vec3,Vec4,Vec5,Vec6,Vec7,Vec8,Vec9,Vec10,Vec11,Vec12,Vec13,Vec14,Vec15,Vec16,Vec17,Vec18,Vec19,Vec20,Vec21,Vec22,Vec23,Vec24,Vec25,Vec26,Vec27,Vec28,Vec29,Vec30,Vec31,Vec32,Vec33,Vec34,Vec35,Vec36,Vec37,Vec38,Vec39,Vec40,Vec41,Vec42,Vec43,Vec44,Vec45,Vec46,Vec47,Vec48,Vec49,Vec50,Vec51,Vec52,Vec53,Vec54,Vec55,Vec56,Vec57,Vec58,Vec59,Vec60,Vec61,Vec62,Vec63,Vec64,Vec65,Vec66,Vec67,Vec68,Vec69,Vec70,Vec71,Vec72,Vec73,Vec74,Vec75,Vec76,Vec77,Vec78,Vec79,Vec80,Vec81,Vec82,Vec83,Vec84,Vec85,Vec86,Vec87,Vec88,Vec89,Vec90,Vec91,Vec92,Vec93,Vec94,Vec95,Vec96,Vec97,Vec98,Vec99,Vec100
CN02149289.1,-0.95911944,0.38421533,-0.36774552,-0.50513035,-0.08767253,0.71122324,-0.62090266,-0.13124,0.4490825,-0.86189467,-0.73346496,0.32332036,1.0657237,0.08301301,-0.76209354,0.421085,-0.22733597,0.24791321,0.35340557,0.04852066,0.22873645,-1.5809207,-0.99574333,0.10086387,-0.00990499,0.3203305,-0.47220075,-0.25768793,1.1444132,-0.6071351,-0.12127974,0.73170394,-0.6497907,-0.12943622,1.2655139,0.36411542,0.07580493,-0.10779943,-0.8100328,-0.3292807,-0.7245559,-0.686093,-0.06242458,0.27247047,-0.79006964,-0.8659926,-0.43533337,-0.39837074,0.1071578,0.7330793,-0.34125742,-0.9352055,-0.5106627,0.10512035,0.44257927,0.06764255,-0.65845716,0.49432805,-0.16380145,-0.7436232,1.2898077,0.3775345,-1.158836,0.6075091,0.09991907,0.11647363,1.3322625,-0.45471668,0.9005449,0.14075042,-0.92186147,0.40237466,-0.99035704,-0.7857464,0.6012758,0.30595174,-0.52530307,1.3817823,0.67929643,-0.19178134,-0.85570437,-0.5683465,-0.12600337,0.30441642,-0.21469145,-0.7608992,-0.70481676,-0.52004516,-0.12750852,0.78914624,0.3629451,0.16642575,-0.58205414,-0.8773355,0.26387006,-0.49594602,0.36861372,0.7721126,-0.78129673,-0.7882624
CN200610034657.5,-0.14750244,0.33292726,-1.0553288,-0.5899664,0.8600334,0.5844689,0.45489556,-0.5894598,-0.0941199,-1.4818753,-0.509809,0.51204187,0.64939237,-0.81284225,-1.1059436,0.03663354,-0.37213588,-0.44874775,-0.5032653,0.34868312,-0.10347819,-1.8188543,-0.35126027,-0.02449056,-0.39058995,-0.72086495,-0.7589158,-0.12644523,1.220417,-0.20278351,-0.31975,1.2795701,-0.44013092,0.46874097,1.7791612,0.5576735,0.05937167,0.71552825,-0.15331471,-0.3776793,0.21850227,-0.43222198,-0.21646959,0.2889099,-0.60943407,-2.0110984,-0.41949975,-0.2832634,-0.28335926,0.8910485,0.05178329,-0.50429475,0.4352322,0.3393191,0.6826869,-0.08663483,0.2621324,0.50075537,-0.4688108,0.41829285,0.47485325,0.11536898,-0.5900287,-0.33302578,0.30399805,-0.34573105,0.66730744,-1.620454,0.605729,-0.88661826,-0.9503248,0.09942485,-0.3988548,-0.40748435,0.6269632,-0.55850023,-0.5730893,1.7297943,0.9069533,0.63815534,-0.4404142,-0.25322378,-0.18910655,0.9093685,-1.0085189,-0.6778867,-0.44501123,-0.2436462,0.36252528,0.6966436,0.01453497,-0.10628519,0.03572238,-0.40686783,0.5211232,-1.7786543,-0.029064,-0.29965964,-0.36818096,-0.72902846
CN1617473A,0.15500343,0.24457006,-0.59178746,-0.16556141,0.7212309,0.53136164,-0.4333226,-0.25950974,0.2888813,-1.0560622,-1.0627377,0.11479124,1.5142385,-0.37574413,-0.8295509,0.36825854,-0.3047256,-0.04537883,0.17516097,0.31403863,0.75454134,-1.7181317,-1.114445,-0.19449924,-0.20677689,0.34495693,-0.14854322,-0.79578173,1.2332573,-0.640269,-0.8329077,1.7095667,-0.3435041,0.03708539,1.5262321,0.46079597,0.16029313,0.45245034,-0.02132505,-0.7870088,-0.1948497,-0.7615282,-0.32113594,0.3860287,-0.1132217,-1.0042999,-0.7481888,-0.65071905,0.00907577,0.38899106,-0.53943574,-1.1813161,-0.09158403,0.5039185,0.458852,0.18007417,-0.43970594,0.46797138,-0.52857363,-0.42299953,0.53251827,0.15416363,-1.4622042,0.126423,-0.1909166,0.19675949,1.1352184,-1.1764065,0.9116789,-0.6425251,-1.1674354,0.6196135,-0.25213447,-0.6448268,0.22930637,0.15275258,-0.5078145,1.4140909,0.6781868,-0.16942525,-0.61473817,-0.5341451,-0.14115159,0.7205597,0.18763408,-0.5318805,-0.4380544,-0.16474734,-0.04210795,0.3514667,-0.33114874,0.14277013,-0.5509113,-0.47414297,0.26646405,-0.45555225,0.724174,0.06796038,-0.587699,-0.45256025
CN1473783A,-0.031357031,0.86185676,0.15619136,0.24145603,0.078942843,1.3426256,0.021393199,-0.63904399,0.13887538,0.25607949,-0.91337168,0.27462086,-0.16051796,-0.18172863,-0.62745482,0.33030933,-0.41799295,-0.19081928,0.68540835,0.18146625,-0.20337459,0.68324435,0.61300081,1.2143894,0.22155127,-0.76579964,0.084304467,-0.026575601,0.030700669,0.60320753,-0.93925434,0.47775859,0.25200281,1.0122758,2.4437904e-05,0.38472515,-0.30751476,0.21418083,0.17852001,0.27275991,0.39807302,0.017425632,-0.24939881,-0.41871896,0.25044888,-0.51475239,-0.12651166,0.38982946,-0.43094808,-0.038317706,0.2887322,0.4054538,-0.14938903,-1.0127792,-0.95599097,-1.2752306,-0.46023819,-0.1582768,-0.4332588,-0.94696194,-0.42283729,-0.22880717,0.0013771961,-0.86495191,-0.15752248,-0.54899627,-0.37796453,-0.27377665,0.20262891,-0.97092575,0.56566221,-0.44399655,-0.76879144,0.33413041,0.9727478,0.025953144,-0.061056513,-0.3988218,0.66599101,1.047739,-0.077287383,0.5734188,0.86823124,0.16911118,0.48852286,-0.15444683,0.015057224,0.86496502,-0.39304072,-0.28117618,-0.48861745,0.16717802,-0.34287378,-0.88008785,-0.61398727,0.22033998,-0.67547613,-0.68938434,0.14618894,0.73898631
US8843995B,-0.2040798,0.14922623,-0.882133,-0.37160906,0.8616624,0.91297066,-0.94979656,0.39635733,1.0151507,-1.009127,-1.259076,-0.22151297,0.98910296,0.00294951,-0.4219442,0.36289042,0.11382996,-0.18528324,-0.1131072,0.24013144,0.37623712,-1.6868418,-0.9331777,-0.4715864,-0.02196123,0.38174158,-0.831894,-0.7032275,1.2884923,-0.49973714,0.3417067,1.1293111,-0.896562,0.04698952,1.362389,-0.22994938,-0.0540413,0.16337413,-0.49766424,-0.8032861,-0.7749105,-1.0980309,-0.26827878,0.29572767,0.21152629,-0.88625664,-0.28226173,-0.3760828,0.46558157,0.54222083,-0.85319495,-1.5219436,0.01086899,0.50995195,0.03891274,0.14219932,-0.52506924,0.4889828,0.05292564,-1.0145012,0.7772058,0.20073779,-1.1169187,0.09320018,-0.6450109,0.63957864,1.1774975,-0.4367437,0.49345627,0.3325966,-1.2300804,0.66964394,-0.60077053,-0.44178808,0.8095546,0.01090587,0.22665401,1.3608419,0.4967314,-0.13825206,-0.5476778,-0.64425653,-0.20062052,0.7613011,-0.3280031,-0.6008648,-0.77824444,-0.31549782,0.22638658,-0.07689177,0.11215019,0.15044324,-0.8752802,-0.37796652,-0.19052257,-0.00556803,1.0411322,0.44905046,-1.0683118,-0.4762805
CN200610094914.4,-0.20250669,0.26110902,-0.48056072,-0.3295848,0.33584464,0.564535,-0.41167465,-0.28565824,0.05164448,-0.62554455,-1.1544617,0.35511985,0.96403974,-0.17613325,-1.0103612,0.69963413,-0.30257314,-0.0521918,0.55509603,0.14984056,0.6124629,-1.5546397,-0.84072024,0.23391749,-0.25614837,-0.15164319,-0.46468398,-0.74535286,1.1493676,-0.32361394,-0.6752641,0.91259724,-0.40039265,0.44303605,0.98899394,0.43909198,0.00581435,0.28860965,-0.16877525,0.14937131,-0.3671667,-0.5024102,-0.07145738,0.42965442,-0.03212839,-0.8891185,-0.5110667,-0.67694366,0.21059209,0.69385725,-0.48277056,-0.7732827,-0.26347068,0.5280543,0.41164902,0.25535935,-0.28239354,0.5095607,-0.29358098,-0.77500194,1.0731392,-0.23783605,-1.6076052,-0.00364047,-0.05737133,0.07073267,1.3258288,-1.0109961,1.1372901,-0.01849531,-1.138715,0.6583163,-0.15205061,-0.19141163,0.47292754,-0.20024946,0.00252756,1.3661853,0.9864182,0.09805087,-0.4436724,-0.27402517,0.16958004,0.8260012,-0.14654773,-0.7407247,-0.904049,-0.2988817,0.02445293,0.7223254,-0.0392642,0.18922779,-0.02715687,-0.6422134,0.0194143,-0.4955085,0.65873116,0.58461046,-0.4405756,-0.2504072
CN1699353A,-0.37685275,0.72057456,0.21004084,0.16440073,0.5530535,0.7966431,-0.7238987,-0.81541276,0.33312058,-0.28729266,-1.1881948,0.37151185,-0.40283668,0.4167047,-0.05842469,-0.16614003,-0.41980377,-0.2825278,0.8582159,0.66032594,0.43692055,-0.01624666,-0.66588384,0.7794682,0.09716547,-0.58439755,-0.25484383,-0.09057464,0.5586233,-0.42304492,-1.2000829,0.5395088,-0.4202273,0.63038427,0.6104349,-0.0936074,0.3009504,0.5656229,-0.12777956,-0.14611952,-0.06239871,0.11971951,-0.41291377,-0.11216792,-0.17023441,0.30363494,0.24659859,-0.02823713,-0.57293946,0.05271622,-0.3799996,-0.11711457,-0.69028974,-0.5691961,-0.54748285,-0.8721483,-0.28978515,0.17839341,-0.19615819,-0.47025016,-0.02185898,0.14112397,-0.40643677,-0.06201678,-0.37550327,-0.28860736,-0.16323267,-0.4280578,0.102428,-0.21979378,0.35662648,-0.06746963,-0.89904976,0.21920414,0.39497378,-0.7362699,-0.5686094,-0.03127319,0.7322723,0.44045493,0.1321928,-0.14030892,0.55560976,0.11732786,0.23849854,0.12745845,-0.17742792,-0.04396851,-0.24373527,-0.5511361,-0.7357869,0.17485279,-0.38567483,-0.32509354,-0.19523503,0.57364666,0.46988145,-0.62332773,-0.03813297,0.9870273
US6757319B1,0.08079091,-0.07250343,-0.93033266,-0.12943454,0.27525133,-0.10586993,-0.5385041,-0.08326685,0.29482642,-1.0546923,-1.0881172,-0.11679684,1.5004721,0.32544717,-0.7196661,0.04089632,-0.5114734,0.09882814,0.24036771,-0.06380789,0.9569411,-1.4847882,-1.5115988,-0.23009421,-0.4841737,0.19281088,0.03967635,-0.9853781,0.9341321,-0.39868096,0.01019696,1.4176335,0.1899589,-0.13976954,1.2070047,0.24227679,0.17510879,0.27295992,-0.24589583,-0.7698188,0.03771312,-0.7802322,-0.0915701,0.30796966,-0.16154549,-0.62392724,-0.47426856,-0.61425984,0.39629236,0.7583982,-0.5526523,-0.87544006,-0.14125256,1.0112792,0.31242597,0.2866493,-0.253696,0.7181256,0.35796022,-0.25124416,0.7737737,0.1657048,-1.4587576,-0.17617162,0.00606776,0.51655215,0.9932574,-1.0307469,0.6713654,-0.4775714,-1.4716038,0.989841,-0.1920707,-0.22335343,0.56093144,0.07425531,0.08985479,1.3350828,0.713853,-0.04156392,-0.6477578,0.19572103,0.02892469,0.5784909,0.15774563,-0.44463563,-0.9207013,-0.44298643,0.35034192,0.6032924,-0.27390277,0.19798842,-0.25330925,0.31938502,-0.1565809,-0.19098847,0.38631675,0.39150834,-0.56149894,-0.7487752
US7627805B2,-0.24341077,-0.3052716,-0.0046423296,-0.079492293,0.63919258,-0.44200456,-0.2537207,-0.49621463,0.027216582,-1.5353258,-1.3193558,0.46422458,0.83550096,-0.17210996,-0.88642961,-0.32844192,-0.74661285,-0.047374513,0.15438499,0.15956184,0.43257928,-1.4008583,-1.0655769,0.26505783,-0.30973238,-0.0013521345,-0.16603282,-0.95964384,0.71858382,-0.41615668,-0.44223002,1.3567572,-0.42862657,-0.2025497,1.7953162,0.33813897,-0.40763605,0.51868755,-0.38084227,-0.73324966,-0.24482027,-0.034079082,-0.46081367,0.12751991,-0.017018771,-1.1200302,-0.9267723,-0.70951074,-0.41864514,-0.11197735,-0.56466806,-0.45267192,0.22765812,0.282922,0.34291348,0.17609727,0.10772934,0.37881869,-0.23028117,0.31580222,0.4761484,-0.13562356,-1.6795495,-0.14086957,-0.10848524,-0.18063509,0.59942651,-1.4093771,1.1264867,0.028473791,-0.64378184,0.75873441,-0.35097995,-0.44651464,0.15574674,0.16155323,0.47083926,1.6315681,1.0107704,0.19434913,-0.44397715,-0.1935453,-0.1277235,0.39406928,0.2663579,-0.36243638,0.10181088,-0.049343016,0.56467098,0.2418562,-0.4664675,-0.40058455,-0.35979366,-0.28146353,0.13938659,-0.66048163,0.75023031,-0.31796882,-0.16131535,-0.23531075
CA2291644C,-7.06071223e-05,0.134325758,0.0248191189,-0.0250764489,0.511613607,-0.326447368,-0.184180513,-0.54392004,0.256233752,-1.02573764,-1.54747248,0.234687895,1.28064108,-0.0889830068,-0.645073831,-0.111403182,-0.491130561,0.110987276,0.0363149159,-0.111673333,0.496763587,-1.29961801,-1.21365249,0.131954893,-0.349569738,-0.156175673,-0.139058247,-0.858181179,0.939974606,-0.271377623,-0.481805146,1.40572786,-0.414948642,-0.329117566,1.57065058,0.0681620613,-0.248768032,0.274773777,-0.470908463,-0.662589133,-0.201460749,-0.412045479,-0.36895436,0.361822098,0.00512469606,-0.99657172,-0.0458918437,-0.722591639,0.0718472227,0.131585941,-0.733107507,-0.709756911,-0.0973731577,0.521102965,0.630861759,0.407848477,0.124979831,0.543685675,-0.259634495,0.102732204,0.139601067,0.045273155,-1.20688319,0.12058749,0.2265241,0.380452245,0.753740072,-0.942705572,0.599570096,-0.298546731,-0.944733202,0.705616236,-0.0656906292,-0.477634519,0.30121395,0.329133183,-0.139744028,1.51104963,0.514882863,0.100439981,-0.843674898,0.00274839648,-0.272508204,0.307110757,0.110237285,-0.117951758,0.0964152589,-0.0303846076,0.559574366,0.424182534,-0.361544758,-0.581065655,-0.381184846,-0.0607849695,0.329064429,-0.493831754,0.263894826,-0.125154823,-0.370133221,-0.488310456
CN1152374A,0.49717516,0.3033095,-1.2050307,-0.2594687,0.9680808,0.6775695,-0.32128742,-0.3387306,0.21894571,-0.96212006,-0.34792835,-0.02354888,0.41486102,0.07010276,-0.21373856,0.00224242,-0.01709915,0.02660227,-0.8953713,0.5778375,0.2664881,-1.6446388,-0.02593402,-0.09083916,-0.06830303,-0.5943662,-1.0047829,-0.5734614,0.8197496,0.1888029,-0.62809974,1.7874876,0.09957208,0.48204416,1.1860214,0.5896263,0.6820042,1.4490755,0.19112185,-0.9277156,0.18985088,-0.5829871,0.5742989,0.26765206,-0.00426312,-1.4258955,-0.8905734,-0.50874615,-0.34235653,1.089239,0.2248356,-1.2508407,0.09225696,-0.01751957,0.64598686,-0.12473386,0.49790874,0.22243223,-0.3659371,0.29969168,0.4636805,0.6243958,-0.79119045,0.06202267,-0.52535033,-0.33981106,0.99686265,-1.3640889,0.36953145,-1.0056989,-0.7889904,0.40495285,-0.37827614,-0.35498896,0.6547981,-0.564507,-0.500296,0.80397576,0.9697611,0.08296345,0.1887722,-0.16574277,-0.11066181,1.0752331,-0.21558434,-0.5333772,-0.300873,-0.22186208,0.26117462,0.11790986,-0.13665144,0.03015181,-0.44226408,-0.5217444,0.11398003,-1.2303631,0.14775169,0.12476666,0.17345828,-0.82530457
US6987709B2,-0.123567,0.31132573,-0.49179435,0.20882519,1.0946391,0.1940269,-0.10176818,-0.5734261,-0.27183646,-1.4597238,-0.79736274,0.45029768,1.5651417,-0.42131883,-0.45487422,0.5123953,-0.44175106,0.02728012,-0.21375433,0.26226625,0.6123327,-1.9700716,-1.1836213,0.7673537,-0.38522443,-0.17468351,-0.73215514,-0.38388696,1.5092717,-0.51539075,-1.0408094,1.2963246,-0.30679336,0.5464651,1.7771513,0.16928239,0.12331077,0.41941547,-0.19407429,-0.5601909,-0.12089946,-0.23048976,-0.30002084,0.8070836,-0.499974,-1.135766,-0.7647873,-0.3038933,0.18101944,0.41773143,-0.6864587,-1.1797034,-0.00727226,-0.03299352,0.4910249,0.32903725,-0.5070159,0.6011454,0.10598154,-0.6099491,0.7144579,-0.17072594,-1.2483869,-0.49721283,-0.01605288,0.08780652,0.5468054,-1.2242982,0.91624194,-0.13884011,-1.1527696,0.18081081,-0.46615615,-0.73849714,0.48375902,0.19526769,-0.38811442,1.7415863,0.85606927,-0.14479363,-0.9690855,-0.54097927,-0.26754698,0.68223417,-0.55627936,-0.7211121,-0.01909512,-0.01671053,0.03286493,0.2731515,-0.33391804,-0.08875852,-0.38831142,-0.1544522,0.5784139,-1.2734779,0.35438555,0.22141162,-0.24862146,-0.32662624
US5004143A,0.059082314,-0.0010321176,0.2489077,1.8631539e-05,0.15126951,0.99468166,-0.068093076,-0.92841572,0.12286651,-0.17277721,-0.68974501,0.57145447,0.2579917,0.24652039,-0.64193332,0.41776127,-0.19793656,0.75250804,-0.36256784,1.2046905,-0.19848455,-0.29542074,0.45404103,0.33954719,0.25100332,-0.51362139,-1.1598519,-0.07053899,-0.0028450082,0.5476349,-1.3065629,0.87595469,-0.24033485,0.56905818,0.58229709,1.056675,0.34309685,0.92895496,0.12937284,0.27242377,-0.26833856,0.016961258,0.52434254,-0.46136075,0.69182539,-0.88373578,-0.50203395,-0.29929727,-0.67323035,0.55095631,0.12460967,-0.74933827,-0.32794335,-0.34756157,-0.00093694433,-0.88329095,0.41594014,-0.091457352,-1.3335136,-0.37821558,0.046403829,0.17549008,-0.570485,0.12498016,-0.11933471,-0.77225465,0.43756253,-0.73900867,0.44261923,-0.8275767,-0.32031533,-0.42160922,-0.064824224,0.53446412,0.98242879,-0.26104528,-0.070376962,0.45687038,1.0523858,0.40948555,0.43599665,-0.016320866,0.60595083,0.52388966,0.52327502,0.22947834,-0.64013076,0.2901032,-0.85601437,-0.21916796,-0.62213409,0.024184724,-0.29236025,-0.88571477,-0.275233,0.29748666,-0.42233416,-1.4798154,0.019667968,0.21181422
JPS61243121A,0.1624129,0.25391302,0.15575255,0.07863142,0.50115055,0.89161676,-0.8046803,-0.30089423,0.4918454,0.53123546,-0.79253227,0.6809899,0.4262669,0.08823627,-0.4348577,-0.11192927,-0.29860047,0.5566079,-0.39101553,0.7861941,-0.04655081,0.06757468,-0.03813418,0.6508409,0.20486854,-0.5131263,-0.43040884,0.0181114,-0.56304,0.13834105,-1.6569084,0.6340324,-0.01643656,0.8929854,0.37270632,0.48976934,0.25424758,0.61697173,0.10774612,-0.03352458,0.39000812,0.38782322,-0.23442835,-0.10213602,-0.02666982,-0.5137779,-0.15050995,-0.18443634,-0.5522484,0.2730051,0.07187227,-0.40684488,-0.24502994,-0.34960648,-0.11749801,-0.37276855,0.0327542,-0.29766336,-0.85900277,-0.8751371,-0.15950392,0.49495116,-0.00848278,-0.4184506,-0.34909546,-0.50749034,-0.6690707,-0.5571355,0.03720313,-1.3433524,-0.2838987,-0.0479563,-0.6158156,0.35719565,0.51436865,0.17952017,-0.8523423,-0.14381391,1.0521668,0.85540175,0.33464417,0.25373942,0.46292827,0.16661821,0.8443346,0.5652525,-0.03460877,-0.17696361,-0.38651,-0.27368417,-1.0001315,-0.36037412,-0.4658961,-0.46278337,-0.10486049,0.47949252,-0.6306984,-0.5349031,0.06947619,0.505023
CN200680024213.1,-0.20704724,0.34576824,0.5226155,-0.07665486,0.550488,0.40441662,0.01875043,-0.43764177,0.04905914,0.01066674,-1.1814,0.4351824,-1.2677191,0.69103515,0.31271994,0.27433008,-0.40892678,-0.31012517,1.108933,-0.22584516,0.2107432,0.24356005,0.40078607,0.88516206,-0.1311857,0.1334088,-0.04160039,-0.13649586,-0.2526935,0.06535004,-0.79144114,0.44796512,0.09097996,0.1943179,0.52789277,-0.21615931,0.374273,0.365661,-0.13158977,0.00465303,0.36568412,-0.19972312,-0.7322073,-0.5070241,0.38095784,0.03801827,-0.83605593,0.4960687,-0.5619041,-0.08606444,-0.24175254,0.14031163,-0.50917953,-0.5364542,-0.47126737,-1.0942323,0.17783189,-0.29497656,-0.47301012,-0.59863085,-0.02935235,-0.24627781,0.03862295,-0.01657712,0.2103356,-0.5901379,-0.05295796,-0.11191745,-0.35149717,0.22918826,0.40158835,-0.48032603,-0.68203866,0.34494722,0.86125135,-0.45427626,0.01114729,-0.12225066,0.59483147,0.698001,0.37550935,-0.27474052,1.0084659,0.13529651,0.44477513,-0.20356764,0.09001368,0.61225045,-0.4437606,-0.6238597,-0.20698322,0.2418407,-0.49540225,-0.3588249,-0.42834172,0.8491082,0.31891328,-1.1604451,0.24907073,0.9855803
US5586915,-0.0902810246,0.391257077,-0.954286039,0.218882427,0.0171024688,1.27073228,-0.283838719,-0.560823262,0.332735807,-0.790610015,-0.172372982,0.568070471,0.573091686,-0.389431387,-0.968296111,0.001686109,-0.119564973,0.548059821,-0.507440209,0.91080606,-0.371179044,-0.709027469,-0.127546176,-0.310298026,0.363830417,0.119733341,-1.19032419,-0.390482813,0.66602695,0.812948763,-1.14165962,1.84739041,-0.302875519,-0.650577426,1.4360553,1.11532259,0.75338167,1.44420826,-0.0829771087,-0.416417658,-0.0102354866,-0.710804939,-0.179123923,-0.620241046,1.34701467,-1.54493618,-1.20011926,-0.604477704,-0.321336746,0.694951415,0.298307002,-1.07431066,0.548252881,0.294190735,-0.037801832,-0.594991744,0.964918196,0.102259614,-1.56571126,0.00929858629,0.398729593,0.329299748,-0.968504369,0.470418066,-0.435645103,-0.433465064,1.35119629,-1.20677221,-0.181214735,-0.366548806,-0.326476485,-0.197830006,0.53838259,0.761243343,0.769791961,-0.327048838,-0.412393987,1.07625926,0.628309608,-0.118871816,-0.218137383,-0.654017448,0.337289363,1.33682609,0.189853474,-0.476183474,0.158278793,0.180947661,-0.866412997,-0.513217628,-0.207423702,0.851544678,-0.662974477,-1.03801632,-0.138170645,0.350186527,0.387929529,-1.09363234,0.0524886288,-0.291587174
CN102625302B,-0.24338566,0.18138242,-0.55804157,-0.29034102,0.6289506,0.44973871,-0.50141388,0.019775977,0.67549729,-0.79807657,-1.3457929,-0.29547185,1.6805186,-0.02760341,-0.67897534,0.65171993,-0.37230331,-0.042004261,0.36169389,0.44746554,0.74550635,-1.3810459,-1.2955105,-0.0081046233,-0.19126241,0.47445431,-0.5856607,-0.78410536,1.1134511,-0.68805176,-0.21746771,1.2057967,-0.66202152,0.30732158,0.80247879,0.055148199,-0.020212946,-0.048542883,-0.45812356,-0.45255321,-0.4218263,-0.73385817,-0.044564571,0.33320493,-0.38634086,-0.94149125,-0.21578161,-0.63739341,0.034161009,0.37213755,-0.75945526,-1.0437307,-0.31398231,0.48419535,0.35634682,-0.21897653,-0.65924686,0.3964389,-0.065663226,-0.67829788,0.55250782,0.10435293,-1.1055121,0.012239928,0.0062974882,0.45303184,1.1961191,-0.61037606,1.1059589,0.071789816,-1.0609847,0.8502779,-0.48558345,-0.47070345,0.6859104,-0.027891336,-0.024524273,1.4676158,0.70256823,-0.13985941,-0.76665199,-0.3248806,-0.078708678,0.58974338,0.044944774,-0.36888537,-0.79848564,-0.21817881,0.031930842,0.43700978,-0.46289355,-0.00053556549,-0.46734947,-0.41071361,0.18156441,-0.55792701,0.51712239,0.3846547,-0.73158133,-0.58426309
CN1321809A,0.0217827689,-0.011056358,-0.0664949417,0.169754192,0.170329943,0.736192703,-0.285987228,-0.563677251,0.0340878442,-1.1446445,-0.15839836,0.407374203,0.557408094,-0.0428160615,-0.686282873,0.156347409,-0.329025626,-0.146991208,0.26348865,0.806004047,0.0765456408,-0.498038322,-0.280363172,0.910774648,-0.0273043029,-1.0425874,-0.456620187,-0.499319196,0.752283394,0.0443692282,-1.16692638,1.02795839,0.0887496769,0.403337687,0.803047419,0.588365734,0.273088783,0.701408088,-0.102966256,0.172178552,-0.182397842,-0.336047411,-0.119345225,-0.651654005,0.00567297218,-0.955503225,-0.335225582,-0.34034577,-0.111689858,0.451583385,-0.409933031,-0.351380229,-0.435282618,-0.71886915,-0.251158535,-0.631779909,-0.229156733,0.786943018,-0.410464466,-0.0570162721,0.262776703,0.206561431,-0.297560722,-0.23747997,0.232582584,-0.59732157,0.34609133,-0.813678861,0.790547371,-1.17457104,-0.0176378973,-0.188114673,-0.649352551,-0.220443934,0.989766002,-0.0268655866,-0.138822019,0.243024155,0.585340261,0.561466634,0.117369033,0.263781369,0.893127382,0.22670719,0.180794433,-0.078365773,-0.794045687,-0.242897034,-0.0947882012,0.283504874,-0.851854563,0.246434212,-0.14718771,-0.150713593,-0.782822609,-0.221694022,0.352920085,-0.34856385,0.24860689,0.000814799103
CN200610156985.2,-0.1853143,0.23483066,-0.4294451,-0.26248446,0.69793993,0.7578251,-0.5747368,-0.10726969,0.50153106,-0.8905302,-1.0526342,0.03654112,1.6073279,-0.10955015,-0.45777264,0.5113822,-0.22801857,0.1224542,0.28052518,0.47142106,0.55201656,-1.5674306,-1.2986974,-0.09740055,-0.296734,-0.2038536,-0.7492231,-0.7468021,1.3224744,-0.78062814,-0.30017576,1.1254576,-0.6075228,0.40682396,1.1610522,0.18129608,0.25091618,0.405453,-0.5920916,-0.6260683,-0.5140696,-0.6000916,-0.24183704,0.2870639,-0.50648576,-1.0245337,-0.23906712,-0.5395279,0.11640351,0.6102846,-0.72443944,-1.1151059,-0.24502164,0.4092143,0.35705385,-0.06747219,-0.87252164,0.5138776,-0.20998785,-0.56576043,0.643377,0.29612055,-1.0298259,0.33233246,-0.08303299,0.56926376,1.2500517,-0.67991483,0.91834116,-0.12909526,-1.1129359,0.4797621,-0.6773516,-0.68426013,0.58813673,0.21535258,-0.33435833,1.3819124,0.6022697,-0.27739108,-0.6333481,-0.21950696,0.14816442,0.60411894,0.0150004,-0.40159234,-0.50250185,-0.41705823,0.30203718,0.30976605,-0.41068366,0.02699209,-0.9407257,-0.43922788,0.12270877,-0.68223935,0.42176563,0.4722696,-0.81198424,-0.4520708
CN1320803C,-0.1669702,0.04432091,-0.7650276,-0.28481117,0.55640894,0.53000325,-0.55081964,-0.22678956,0.01229369,-0.90839374,-1.3456482,0.12922665,1.4512174,-0.06823785,-0.5803607,-0.06173569,-0.55423415,-0.12769696,0.31715366,0.03362676,0.86448014,-1.9094274,-1.360823,0.08249213,-0.11161554,-0.12055149,0.02869475,-0.75547093,1.1018679,-0.6190859,-0.13530214,1.6002085,-0.35307807,0.23071718,1.4022701,-0.22701684,0.16508347,0.72264105,-0.5440776,-0.8692099,-0.01712647,-1.0205774,-0.05048827,0.5390329,-0.42314497,-1.2146626,-0.30547604,-0.4498635,0.23902008,0.56212485,-0.687436,-0.9434093,-0.32831976,0.44953984,0.88587606,0.1304125,-0.46042532,0.15010238,-0.3217503,-0.961594,0.8896681,-0.06908441,-1.4093316,0.16140354,0.35178134,0.17455462,1.0638014,-0.9679221,1.029269,-0.2508502,-1.2826113,0.98800564,-0.05467043,-0.48018694,0.6628963,0.1944659,-0.26880965,1.7410514,0.37248385,-0.24978602,-0.9271005,-0.43221036,-0.09468145,0.7755488,-0.19996604,-0.5763321,-0.33112267,-0.5830714,0.3499878,0.49636197,-0.38007763,-0.01560708,-0.44262132,-0.26963285,0.00597581,-0.9346911,0.25925514,0.47401515,-0.68695176,-0.73620397
